iter	Logloss
113	0.2955536447
114	0.2952417664
115	0.2947604919
116	0.2945682447
117	0.2944042208
118	0.294257375
119	0.2940279801
120	0.2938202154
121	0.293671778
122	0.2934985848
123	0.2931701021
124	0.292900742
125	0.2927672609
126	0.2925405835
127	0.2922559606
128	0.2921371892
129	0.2919922726
130	0.2918019247
131	0.2916828123
132	0.2914210729
133	0.2912738835
134	0.291105256
135	0.2908152642
136	0.2906233624
137	0.2904382832
138	0.2902777408
139	0.2901493244
140	0.2900606044
141	0.2898923999
142	0.2897587863
143	0.2895770452
144	0.2893827073
145	0.2892535201
146	0.2891478325
147	0.2890226871
148	0.2889428529
149	0.2886663207
150	0.2885810747
151	0.2884817321
152	0.2883113391
153	0.2881713954
154	0.2879574111
155	0.2878314575
156	0.2877512185
157	0.287585273
158	0.2874613224
159	0.2873103399
160	0.2871549833
161	0.2870215719
162	0.2867107374
163	0.2865765212
164	0.2865088674
165	0.2863805834
166	0.2862873599
167	0.2860994698
168	0.2859698168
169	0.2858825832
170	0.2857422973
171	0.2854434054
172	0.2853308247
173	0.2852222284
174	0.2850762464
175	0.2849264444
176	0.2847902916
177	0.2846239346
178	0.2845296109
179	0.2844499873
180	0.2843376373
181	0.2839410219
182	0.2838588588
183	0.2837248972
184	0.2835784064
185	0.2835561299
186	0.2834337426
187	0.2833696058
188	0.2831002637
189	0.2829412203
190	0.2828043267
191	0.282665308
192	0.2824986462
193	0.2823564676
194	0.2822989789
195	0.282276971
196	0.282166374
197	0.2820593476
198	0.2819409907
199	0.2818146728
200	0.2817268738
201	0.2816549714
202	0.2815141592
203	0.2813619333
204	0.2812530964
205	0.2811145028
206	0.2810507003
207	0.2809546924
208	0.2808830559
209	0.2806941261
210	0.2805367623
211	0.280376529
212	0.2802591788
213	0.2802093537
214	0.2800899812
215	0.2799614522
216	0.2798458971
217	0.2794678987
218	0.2794097295
219	0.2792575957
220	0.279124862
221	0.2790084531
222	0.2788994922
223	0.2788039502
224	0.2782436905
225	0.2781358081
226	0.2780229925
227	0.2779103703
228	0.2778240974
229	0.277718799
230	0.2776344922
231	0.2775077467
232	0.2774110387
233	0.2772762342
234	0.277184
235	0.2770740982
236	0.2770068897
237	0.2769037282
238	0.2768037598
239	0.2767656341
240	0.2766834705
241	0.2766285515
242	0.2765695006
243	0.2764663001
244	0.2764070891
245	0.2762904743
246	0.2761739679
247	0.2760671338
248	0.2759725314
249	0.275904997
250	0.2758046883
251	0.2757201501
252	0.2756011178
253	0.2755213452
254	0.275460893
255	0.2754061104
256	0.2753442292
257	0.2752827375
258	0.2752229941
259	0.2751224917
260	0.275016574
261	0.2748982866
262	0.2748544613
263	0.2748217231
264	0.2746534807
265	0.274583342
266	0.2745418931
267	0.2744180619
268	0.2741401437
269	0.274057874
270	0.2738312844
271	0.2733684949
272	0.2732644483
273	0.273222674
274	0.2730780917
275	0.2729667441
276	0.2728290227
277	0.2727422031
278	0.2726754831
279	0.2726116655
280	0.2724004833
281	0.2722908193
282	0.2719998116
283	0.2718956244
284	0.2717608968
285	0.2716769115
286	0.2714245557
287	0.2713871274
288	0.2713062462
289	0.2712048629
290	0.2711288177
291	0.2710199232
292	0.270927767
293	0.2707802414
294	0.2706565861
295	0.2704331377
296	0.270300178
297	0.2701609816
298	0.2700660001
299	0.2700165239
300	0.2698928836
301	0.2697783743
302	0.2696441078
303	0.2695430646
304	0.2691947161
305	0.2691132892
306	0.2690453951
307	0.2689232877
308	0.2687001086
309	0.2684923492
310	0.2684076241
311	0.2683049813
312	0.26819017
313	0.2681156557
314	0.2677593777
315	0.2677027919
316	0.2675581691
317	0.2675287468
318	0.2674218006
319	0.2673127632
320	0.2672064124
321	0.2670882451
322	0.2668458262
323	0.2667907853
324	0.2667142789
325	0.2666593509
326	0.2665985969
327	0.2665499762
328	0.2662807436
329	0.2662066153
330	0.266147539
331	0.2660840423
332	0.266008358
333	0.2659037915
334	0.2658402893
335	0.2657604088
336	0.2656892118
337	0.2656387856
338	0.2655301132
339	0.2652260941
340	0.2651406785
341	0.2650528087
342	0.2649137268
343	0.2648132099
344	0.2647678432
345	0.2646813479
346	0.2645927077
347	0.2645237712
348	0.2644492361
349	0.2643819082
350	0.2642603634
351	0.2641162063
352	0.26402718
353	0.2639340307
354	0.2638636685
355	0.2638263004
356	0.263755875
357	0.2636329646
358	0.2635397421
359	0.2634818058
360	0.2633800571
361	0.2633313575
362	0.2632564445
363	0.2630020953
364	0.2629182275
365	0.2628506069
366	0.2627608122
367	0.2626795519
368	0.2625589361
369	0.2624514534
370	0.2623836847
371	0.2622971221
372	0.2622218099
373	0.2621773016
374	0.2620151695
375	0.2619605856
376	0.2618834347
377	0.2617888602
378	0.2617035731
379	0.2616369045
380	0.2615302249
381	0.261474153
382	0.2613923618
383	0.2613414896
384	0.2613060237
385	0.2612062225
386	0.2611318456
387	0.2610430357
388	0.2609957213
389	0.2609336043
390	0.2607717533
391	0.260697422
392	0.2606384857
393	0.2605789656
394	0.2605335494
395	0.2604872202
396	0.2603297465
397	0.2602197355
398	0.2601544725
399	0.2600983902
400	0.2600125705
401	0.2599233352
402	0.2598277905
403	0.2597898458
404	0.2596436073
405	0.2595930057
406	0.2595594673
407	0.2595107349
408	0.2594420684
409	0.2594099808
410	0.2593263635
411	0.2592749386
412	0.2591907262
413	0.2591474244
414	0.2590821798
415	0.259057365
416	0.2590027109
417	0.2589159898
418	0.2588692815
419	0.2588021993
420	0.2587212161
421	0.2585059633
422	0.2584135244
423	0.2583466495
424	0.2583017633
425	0.2582420026
426	0.2581948981
427	0.2581286272
428	0.2580831619
429	0.2580243559
430	0.2579607392
431	0.257911963
432	0.2578318446
433	0.2578019808
434	0.2576972167
435	0.2576581664
436	0.2575305579
437	0.2574402783
438	0.2572240845
439	0.2571530688
440	0.2570615879
441	0.2570193258
442	0.2569839615
443	0.2569366796
444	0.2568756327
445	0.2568221027
446	0.2567485594
447	0.2565949326
448	0.2565580696
449	0.25648887
450	0.2564369185
451	0.2563657486
452	0.2563333031
453	0.2561961443
454	0.2561320922
455	0.2560412537
456	0.2559613721
457	0.2558796252
458	0.2558379313
459	0.255764677
460	0.2556964781
461	0.2556422796
462	0.2556133706
463	0.2555564255
464	0.255491542
465	0.2554604853
466	0.2553881908
467	0.2553185899
468	0.2552506723
469	0.2551807404
470	0.2551079698
471	0.2550616493
472	0.25501536
473	0.2548321155
474	0.2547848132
475	0.2547402035
476	0.2547003868
477	0.2546587535
478	0.2545998347
479	0.254557621
480	0.2544783385
481	0.2543395889
482	0.2543064389
483	0.2542606612
484	0.2541908604
485	0.2541380968
486	0.254086578
487	0.2540068494
488	0.2539303714
489	0.2538729554
490	0.2536786038
491	0.2536136368
492	0.2535697057
493	0.2535049309
494	0.2534533451
495	0.253407035
496	0.2533596677
497	0.2533276019
498	0.2532757437
499	0.2532413201
500	0.253179984
501	0.2531332768
502	0.2530373362
503	0.2529769997
504	0.252960135
505	0.2528480029
506	0.2527902441
507	0.2527471441
508	0.2526257837
509	0.252598415
510	0.2525299468
511	0.2524593942
512	0.2524109419
513	0.2523155242
514	0.2522638146
515	0.2522152258
516	0.2521758411
517	0.2520953433
518	0.2520259006
519	0.251963561
520	0.251933812
521	0.2518931029
522	0.2518171513
523	0.2517783156
524	0.2516975537
525	0.2516573723
526	0.2516113936
527	0.2515237682
528	0.2514756022
529	0.2513963945
530	0.2513356148
531	0.251280042
532	0.2512199842
533	0.2511865858
534	0.2511233449
535	0.2510781537
536	0.2509544854
537	0.2508437629
538	0.2508058313
539	0.2507114694
540	0.2506803885
541	0.2506410013
542	0.2505994187
543	0.2505539951
544	0.2504801384
545	0.2504390931
546	0.2503434788
547	0.2502918241
548	0.2502272915
549	0.250178046
550	0.2501351721
551	0.2500356734
552	0.2499854402
553	0.2498976196
554	0.2498216292
555	0.2497838637
556	0.2497285604
557	0.2496502222
558	0.2495745619
559	0.2495154352
560	0.249479309
561	0.2494538706
562	0.2493861456
563	0.2493460142
564	0.2493047861
565	0.2492475977
566	0.2491471594
567	0.2490961352
568	0.2490410128
569	0.2489575808
570	0.2489056118
571	0.2488815685
572	0.2488132713
573	0.2487439842
574	0.2487251506
575	0.248676792
576	0.248646602
577	0.2486104637
578	0.2485705012
579	0.2485391006
580	0.2484983676
581	0.2484296952
582	0.2483491293
583	0.2483270553
584	0.2482930386
585	0.248216029
586	0.2481998414
587	0.248173905
588	0.2480754458
589	0.2480397573
590	0.2478881389
591	0.2478258061
592	0.2477964975
593	0.2477485344
594	0.2477181957
595	0.2476846679
596	0.2476499142
597	0.2476067493
598	0.2475232549
599	0.2474510989
600	0.2474160567
601	0.2473786472
602	0.247338472
603	0.247293719
604	0.2472526442
605	0.2472106557
606	0.2471744209
607	0.2471108748
608	0.2470782814
609	0.2470507168
610	0.24703116
611	0.2469739146
612	0.2469291676
613	0.2469044051
614	0.2468647195
615	0.2468099193
616	0.2467776278
617	0.2467394387
618	0.2466784778
619	0.2466129665
620	0.2465573888
621	0.2464836033
622	0.246456178
623	0.2463691593
624	0.2463293734
625	0.2462910851
626	0.2462724862
627	0.2462512938
628	0.2461890133
629	0.2461353486
630	0.2460543541
631	0.2459798033
632	0.2459567552
633	0.2459219895
634	0.2458525982
635	0.2457807038
636	0.245753211
637	0.2457025148
638	0.2456665412
639	0.2456341093
640	0.2455524324
641	0.2455210803
642	0.2454535716
643	0.2453916452
644	0.2453588773
645	0.2453014734
646	0.2452571208
647	0.2451896175
648	0.2451520246
649	0.2450876353
650	0.2450718758
651	0.245053932
652	0.2450214309
653	0.2449864105
654	0.2449184432
655	0.2448826393
656	0.2448056741
657	0.2447404144
658	0.2446795399
659	0.2446527718
660	0.2446049646
661	0.2445233092
662	0.2444765532
663	0.2444369644
664	0.2443936257
665	0.2443504533
666	0.2443057295
667	0.2442911748
668	0.2442419887
669	0.2441461331
670	0.244110174
671	0.2440560507
672	0.2440334165
673	0.2439863233
674	0.2439299153
675	0.2438895075
676	0.2438450872
677	0.2437672595
678	0.2437263622
679	0.2436680579
680	0.2436297833
681	0.2435722736
682	0.2435356572
683	0.2434593441
684	0.243415451
685	0.243397299
686	0.2433293503
687	0.2432871868
688	0.2432323725
689	0.2431809094
690	0.2431065514
691	0.2430757746
692	0.2430483724
693	0.2429995176
694	0.2429731255
695	0.2429290622
696	0.2428900178
697	0.2428246779
698	0.242763429
699	0.2427404855
700	0.2427052971
701	0.2426697834
702	0.2426196878
703	0.2425647426
704	0.2425453249
705	0.2424864489
706	0.2424468498
707	0.2423347917
708	0.2422691574
709	0.2422408741
710	0.2422102051
711	0.2421879788
712	0.2421520753
713	0.2421129076
714	0.2420596748
715	0.2420386668
716	0.2420064347
717	0.241963217
718	0.2419149105
719	0.2418622982
720	0.2418305414
721	0.241787481
722	0.2417408822
723	0.2417166361
724	0.2416823476
725	0.2416185596
726	0.2415366853
727	0.2415078921
728	0.2414814866
729	0.2414689338
730	0.2414371674
731	0.2414086161
732	0.2413642645
733	0.2412986987
734	0.241266716
735	0.2412203349
736	0.2411912615
737	0.2411442145
738	0.241119206
739	0.2410961678
740	0.2410423439
741	0.2410093774
742	0.2409726442
743	0.2409417866
744	0.2409146579
745	0.2408833421
746	0.2408489893
747	0.2408146782
748	0.2407745874
749	0.2407189171
750	0.2406406479
751	0.2406179882
752	0.2405839358
753	0.2405433642
754	0.2405242897
755	0.2405025458
756	0.2404556225
757	0.2404200161
758	0.2403834369
759	0.2402958506
760	0.2402499769
761	0.2402027686
762	0.240168758
763	0.2401064248
764	0.240070287
765	0.2400303832
766	0.2399784994
767	0.2399626448
768	0.2399209084
769	0.239882981
770	0.2398341712
771	0.2398213241
772	0.2397598157
773	0.2397362394
774	0.2396819133
775	0.2396326086
776	0.239591344
777	0.2395577827
778	0.2395039593
779	0.2394649012
780	0.2394215472
781	0.2393817066
782	0.2393559574
783	0.2393430365
784	0.2393262544
785	0.239278048
786	0.2392632137
787	0.2392243604
788	0.2391901888
789	0.2391746478
790	0.2391257448
791	0.2390724745
792	0.2390123155
793	0.2389399628
794	0.2388995986
795	0.2388850352
796	0.2388742895
797	0.2388452682
798	0.2387996112
799	0.2387755052
800	0.2387540442
801	0.2387138223
802	0.238642439
803	0.2386086777
804	0.238571925
805	0.2385544551
806	0.2385377616
807	0.2384844851
808	0.2384547304
809	0.2384118651
810	0.2383675879
811	0.2383320401
812	0.2383041754
813	0.2382551883
814	0.2382313819
815	0.2381738747
816	0.2381388504
817	0.2380988497
818	0.2380611068
819	0.2380344646
820	0.2380009909
821	0.2378833324
822	0.2378530981
823	0.2378256076
824	0.2377544644
825	0.237672636
826	0.2376214218
827	0.2375926857
828	0.2375684976
829	0.2374963219
830	0.2374869324
831	0.23745024
832	0.237408383
833	0.2373688987
834	0.2373059969
835	0.2372686381
836	0.2372560267
837	0.2372192777
838	0.2371712391
839	0.2371138458
840	0.2370822244
841	0.2370344392
842	0.2369836053
843	0.2369389812
844	0.2368898372
845	0.2368761546
846	0.2368638535
847	0.2368283796
848	0.2368076862
849	0.2367678039
850	0.2367452222
851	0.2367160606
852	0.2366635375
853	0.236652904
854	0.2366123807
855	0.2365234585
856	0.2364958983
857	0.2364407743
858	0.2363941108
859	0.2363373936
860	0.2363015719
861	0.2362622405
862	0.2362228112
863	0.2361890233
864	0.2361515038
865	0.2361228557
866	0.2360856658
867	0.2360305434
868	0.2360140501
869	0.2359868042
870	0.2359423952
871	0.2359027664
872	0.235874126
873	0.2358629802
874	0.2358212301
875	0.2358089039
876	0.2357476029
877	0.2357304943
878	0.2356711794
879	0.2356525812
880	0.2356325959
881	0.2355876742
882	0.235523769
883	0.2354854004
884	0.2354666545
885	0.2354246185
886	0.23541182
887	0.2353777057
888	0.2353324875
889	0.2353011488
890	0.2352717863
891	0.2352477036
892	0.235197655
893	0.2351517902
894	0.2351230956
895	0.2351004896
896	0.2350518188
897	0.2349788583
898	0.2349556768
899	0.2349041815
900	0.234851571
901	0.2348027233
902	0.2347612591
903	0.2347331118
904	0.2347083582
905	0.2346534303
906	0.2346143545
907	0.2345559138
908	0.2345073887
909	0.234491817
910	0.2344509445
911	0.2344288048
912	0.2343673478
913	0.2343477152
914	0.234313232
915	0.234264613
916	0.2342301031
917	0.2342053594
918	0.2341580298
919	0.234117646
920	0.2340980018
921	0.23401857
922	0.2339639181
923	0.2339402604
924	0.233905654
925	0.2338743607
926	0.2338296398
927	0.2337660284
928	0.2337121217
929	0.2336586181
930	0.2336400128
931	0.2336280566
932	0.2336099221
933	0.2335875643
934	0.2335206308
935	0.2334896712
936	0.2334493215
937	0.2334053455
938	0.2333488855
939	0.2332874947
940	0.2332781366
941	0.2332183635
942	0.2331554074
943	0.2331155894
944	0.2330711854
945	0.2330223722
946	0.2330005007
947	0.2329486562
948	0.2329255296
949	0.2328867151
950	0.2328408273
951	0.2328224643
952	0.2328065838
953	0.2327847097
954	0.2327507987
955	0.2326935005
956	0.2326526962
957	0.2326426181
958	0.2326062977
959	0.2325404575
960	0.2325161511
961	0.232485334
962	0.2324511584
963	0.232405752
964	0.2323639743
965	0.2323232789
966	0.2323135379
967	0.232275669
968	0.2322560436
969	0.2322402357
970	0.2322272655
971	0.2322175655
972	0.2321899165
973	0.2321538188
974	0.2321401819
975	0.2321180209
976	0.2320912756
977	0.2320732115
978	0.232065169
979	0.2320205075
980	0.2319868974
981	0.2319547155
982	0.2319420449
983	0.2319259011
984	0.2318950069
985	0.2318740426
986	0.2318412281
987	0.231800744
988	0.2317892109
989	0.2317504637
990	0.2317357931
991	0.2317147433
992	0.2316690125
993	0.2316258401
994	0.2315876651
995	0.2315429561
996	0.2315127437
997	0.2314599748
998	0.2314059737
999	0.231381084
